address,auditResult,confidence,documentCount,evidenceCount,id,lastEvidenceAt,latitude,legacyId,longitude,mapReady,precision,publishReady,publishedAt,reviewed,sceneReady,sourceKind,sourceUrl,state,territoryId,title,usefulnessLevel,usefulnessScore,reasons,warnings
,needs_review,low,1,1,evt_fc6b0f4f417fc31df71ccf0f,2026-09-06T01:55:19Z,,,,False,territory,False,2026-09-06T01:50:00Z,False,False,media,https://zpravda.ru/news/obshhestvo/publicnaia-kadastrovaia-karta-pereexala-kak-iskat-obieekty-na-nspd,unknown,mo-92628000,Публичная кадастровая карта переехала: как искать объекты на НСПД,context,0,summary_too_short|not_editorially_useful,
,ready,low,1,1,evt_626798ec4081c16088d3feab,2026-09-05T20:08:07Z,,,,False,territory,True,2026-09-05T19:22:36Z,False,False,media,https://t.me/selskayanovaksubaevo/34767,resolved,mo-92604151,В Аксубаевской школе №3 открылся агрокласс по направлению «Агроинженерия»,useful,87,,
,needs_review,medium,1,1,evt_85e64beb2f4c2ee1dac742db,2026-09-05T21:20:15Z,,,,False,territory,False,2026-09-05T18:56:50Z,False,False,media,https://t.me/drozzanoe90/20821,reported,mo-92701000,Предупреждение МЧС о ветре до 20 м/с и грозе 6 сентября,context,36,not_editorially_useful,
,ready,medium,1,2,evt_099e2d15b0832f10f52fd163,2026-09-05T21:20:15Z,,,,False,territory,True,2026-09-05T18:35:00Z,False,False,media,https://laishevskyi.ru/news/bezopasnost-doroznogo-dvizeniia/policeiskie-primenili-oruzie-dlia-ostanovki-avtomobilia-v-laisevskom-raione,resolved,mo-92634000,В Лаишевском районе полицейские открыли огонь по колесам автомобиля,useful,79,,
,ready,medium,1,1,evt_d701b6cda51eb7ecc3116e62,2026-09-05T20:10:56Z,,,,False,territory,True,2026-09-05T17:34:08Z,False,False,media,https://t.me/vgora_vesti/45740,resolved,mo-92622000,В Татарстане открыт осенний сезон охоты,useful,87,,
,needs_review,medium,1,2,evt_a822c571430a28cbc281c557,2026-09-05T20:08:40Z,,,,False,territory,False,2026-09-05T17:28:16Z,False,False,media,https://t.me/atnatani/14072,resolved,mo-92613000,На дорогах района зафиксировали рост нарушений ПДД,context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_c3ef8da181c0ef5fc75a875e,2026-09-05T21:20:15Z,,,,False,territory,False,2026-09-05T17:27:00Z,False,False,media,https://yutazy.ru/news/obschestvo/v-tatarstane-startoval-sezon-massovoi-oxoty-na-pernatuiu-dic,resolved,mo-92654000,В Татарстане открылся массовый осенний сезон охоты на пернатую дичь,context,59,not_editorially_useful,
,needs_review,medium,1,2,evt_6605ca2603608c279943f9fd,2026-09-05T21:20:15Z,,,,False,territory,False,2026-09-05T17:05:02Z,False,False,media,https://t.me/agr_vesti/55811,reported,mo-92644423,Субсидия работодателям Агрызского района на оборудование рабочих мест для людей с инвалидностью,context,50,not_editorially_useful,
Менделеевск,ready,low,1,1,evt_30601f8f6cca22922dac218e,2026-09-05T19:32:01Z,55.894251,,52.312064,False,settlement,True,2026-09-05T17:04:00Z,False,False,media,https://mendeleevskyi.ru/news/gorod-i-gorozhane/mecta-s-detstva-v-mendeleevske-otkrylsia-novyi-bokserskii-klub,resolved,mo-92639101,Мечта с детства: в Менделеевске открылся новый боксёрский клуб,useful,79,,
,needs_review,medium,1,1,evt_4aa11da2b02c4256c7551415,2026-09-05T21:20:56Z,,,,False,territory,False,2026-09-05T16:59:51Z,False,False,media,https://t.me/zpravda/108635,reported,mo-92628477,Фестиваль «Свияжская уха» в Свияжске,context,20,not_editorially_useful,
,needs_review,medium,1,1,evt_67cd2d97012a5ce96c28939e,2026-09-05T21:20:56Z,,,,False,territory,False,2026-09-05T16:55:26Z,False,False,media,https://t.me/BavlyinformNEWS/44455,reported,mo-92614000,Работодателям напомнили о скидке 50% на штраф за ошибки в отчетности,context,36,not_editorially_useful,
,needs_review,low,1,1,evt_25d6774990e7be6987d137c4,2026-09-05T20:10:14Z,,,,False,territory,False,2026-09-05T16:45:22Z,False,False,media,https://t.me/ElabugaNK/46304,unknown,,Студент Елабужского института КФУ стал лауреатом стипендии Президента РФ,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_879b4904526ec986fa2a79e3,2026-09-05T20:17:11Z,,,,False,territory,False,2026-09-05T16:38:54Z,False,False,media,https://t.me/chistopol_news/42024,unknown,mo-92659000,С наступлением холодов риск респираторных инфекций возрастает. Люди старше 60 лет — в зоне особого риска: у них чаще развиваются тяжёлые осложнения.,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_199991682748a5b192ae5d40,2026-09-05T21:20:56Z,,,,False,territory,False,2026-09-05T16:32:35Z,False,False,media,https://t.me/tatmediaofficial/158635,unknown,,«Ак Барс» открыл сезон 2026/27 в Казани победой,context,59,not_editorially_useful,
Лаишево,ready,medium,1,2,evt_fdeea63cc81513d068f21f16,2026-09-05T19:33:15Z,55.4043358,,49.5468376,False,settlement,True,2026-09-05T16:13:00Z,False,False,media,https://laishevskyi.ru/news/novosti/v-laisevo-torzestvenno-otkryli-obnovlennyi-dvor,resolved,mo-92634101,В Лаишево торжественно открыли обновлённый двор,useful,79,,
,ready,medium,1,1,evt_b9b51b3838298c63a974d12d,2026-09-05T19:34:28Z,,,,False,territory,True,2026-09-05T15:32:56Z,False,False,media,https://t.me/tatmediaofficial/158634,unknown,,В Татарстане открыт осенний сезон охоты на пернатую дичь,useful,79,,
,needs_review,low,1,1,evt_fb6a52a4c96f97b469272eb2,2026-09-05T19:32:04Z,,,,False,territory,False,2026-09-05T15:32:00Z,False,False,media,https://spas-rt.ru/news/sport/prepodavatel-spasskogo-texnikuma-otraslevyx-texnologii-polucila-zolotoi-znak-gto,unknown,mo-92632000,Преподаватель Спасского техникума отраслевых технологий получила золотой знак ГТО,context,0,not_editorially_useful,
,needs_review,medium,1,3,evt_29f8670ac7aa13b70b611834,2026-09-05T21:20:56Z,,,,False,territory,False,2026-09-05T15:08:59Z,False,False,media,https://t.me/atannary/29086,reported,mo-92608101,Пожар в частном доме в мкр Красноармейка Альметьевского района,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_9addd4313722fb4595c2bd09,2026-09-05T19:32:00Z,,,,False,territory,False,2026-09-05T15:05:00Z,False,False,media,https://laishevskyi.ru/news/novosti/glava-laisevskogo-raiona-ildus-zaripov-otkryl-polosu-prepiatstvi,reported,mo-92634000,Глава Лаишевского района Ильдус Зарипов открыл полосу препятствий,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_3d4af75e7fbe3441143aac4a,2026-09-05T21:21:48Z,,,,False,territory,False,2026-09-05T15:03:16Z,False,False,media,https://t.me/agr_vesti/55807,reported,mo-92601101,В Агрызе начали заполнять животноводческий комплекс «СобинАгро Агрыз»,context,36,not_editorially_useful,
,needs_review,low,1,1,evt_8242104078dc4eb9acfaf99c,2026-09-05T19:31:44Z,,,,False,territory,False,2026-09-05T14:45:40Z,False,False,media,https://t.me/uvt24/32702,reported,mo-92608000,Управляющая организация должна подготовить документ не позднее 30 дней после завершения работ и в течение пяти дней передать его председателю совета дома или чл,context,0,not_editorially_useful,
Менделеевск,ready,low,1,1,evt_a350a2f837c46a994ffac39c,2026-09-05T19:31:49Z,55.894251,,52.312064,False,settlement,True,2026-09-05T14:43:48Z,False,False,media,https://t.me/mndnews/80827,resolved,mo-92639101,В Менделеевске официально открылся боксерский клуб «Барс»!,useful,79,,
Лаишево,needs_review,medium,1,2,evt_d0907abdb552ac0d086527ab,2026-09-05T21:21:48Z,55.4043358,,49.5468376,False,settlement,False,2026-09-05T14:35:41Z,False,False,media,https://t.me/novayakama/54843,reported,mo-92634101,В Лаишево появилась новая полоса препятствий для юных патриотов,context,20,not_editorially_useful,
,needs_review,low,1,1,evt_9ea6b77ee2be82f8e9a1d6a5,2026-09-05T19:31:47Z,,,,False,territory,False,2026-09-05T14:30:02Z,False,False,media,https://t.me/zainsknews/61070,reported,mo-92627000,Жителям Заинского района напомнили о номере единой службы спасения,context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_db038d5e5eb89ee92535d929,2026-09-05T21:21:48Z,,,,False,territory,False,2026-09-05T14:19:00Z,False,False,media,https://tulachi.ru/news/v-respublike/tatarstanda-ilkulam-proekt-buenca-svetoforlarny-modernizaciialau-eslare-togallande,reported,mo-92656000,В Татарстане завершили модернизацию светофоров по нацпроекту,context,16,not_editorially_useful,
,needs_review,medium,1,3,evt_143fc255216e3d1782908905,2026-09-05T21:21:48Z,,,,False,territory,False,2026-09-05T14:18:06Z,False,False,media,https://t.me/chelnytv/46190,reported,mo-92730000,Пожар в термальном комплексе в Набережных Челнах,context,20,not_editorially_useful,
,needs_review,medium,1,1,evt_f0d9aaf7ca8acc52a09d0f33,2026-09-05T21:22:32Z,,,,False,territory,False,2026-09-05T14:09:01Z,False,False,media,https://t.me/kukmor_tatarstan/56205,reported,mo-92633000,Льготы для автомобилистов Татарстана доступны в 2026 году,context,16,not_editorially_useful,
,needs_review,medium,1,1,evt_354aa5f22329475813a2c7e9,2026-09-05T21:22:32Z,,,,False,territory,False,2026-09-05T14:06:56Z,False,False,media,https://t.me/buinsknews/47243,reported,mo-92618000,Ученики Центра внешкольной работы совершили производственную экскурсию на Буинский моторный завод,context,36,not_editorially_useful,
,ready,low,1,1,evt_729418f96b157eddee8534ff,2026-09-05T19:31:48Z,,,,False,territory,True,2026-09-05T14:04:59Z,False,False,media,https://t.me/novosti_mamadysha/63928,reported,mo-92638000,"В Мамадышском районе продолжаются масштабные дорожные работы. Одна из ключевых точек приложения сил подрядчиков сегодня — это посёлок Сервеный. Здесь на улице Юлии Запольской дорожники приступили к важному этапу строительства. И этот объект — не просто очередной километр асфальта, а настоящий путь к новым домам для многодетных семей.",useful,89,,
,needs_review,medium,1,2,evt_8c2768322be578f594688c91,2026-09-05T21:22:32Z,,,,False,territory,False,2026-09-05T14:04:01Z,False,False,media,https://t.me/smi_menzela/28822,reported,mo-92640000,"Секционное заседание учителей химии, биологии и географии в гимназии «Мирас»",context,16,not_editorially_useful,
,needs_review,medium,1,4,evt_8aeb97d38ba04abb840048ec,2026-09-05T21:22:32Z,,,,False,territory,False,2026-09-05T14:00:00Z,False,False,media,https://nurlat-tat.ru/news/pogoda/ozidaiutsia-usilenie-vetra-i-grozy,planned,mo-92701000,Ожидаются усиление ветра и грозы,context,20,not_editorially_useful,
,needs_review,low,1,1,evt_ea303524552d5859dcda877f,2026-09-05T19:31:57Z,,,,False,territory,False,2026-09-05T14:00:00Z,False,False,media,https://vuslon.ru/news/obschestvo/v-tatarstane-razrabotali-pervyi-proekt-rekultivacii-narusennyx-selxozzemel,unknown,mo-92620000,В Татарстане разработали первый проект рекультивации нарушенных сельхозземель,context,0,not_editorially_useful,
,ready,low,1,1,evt_60648077e15a57ef08b1e357,2026-09-05T19:31:46Z,,,,False,territory,True,2026-09-05T13:58:37Z,False,False,media,https://t.me/drozzanoe90/20812,reported,mo-92617412,"Новый знак представят позже, когда завершат все формальности.",useful,79,,
,needs_review,medium,1,2,evt_984a51b9d3895b0a2f010529,2026-09-05T21:23:14Z,,,,False,territory,False,2026-09-05T13:45:11Z,False,False,media,https://t.me/chelny_news1/48674,reported,mo-92626432,Смертельное ДТП в Елабужском районе Татарстана,context,30,not_editorially_useful,
,needs_review,medium,1,3,evt_a53b25de61b338fcee793aea,2026-09-05T21:23:14Z,,,,False,territory,False,2026-09-05T13:38:22Z,False,False,media,https://t.me/ElabugaNK/46296,reported,mo-92626432,Смертельное ДТП в Елабужском районе,context,30,not_editorially_useful,
,needs_review,medium,1,1,evt_4f65c41555969a19fa761198,2026-09-05T19:35:30Z,,,,False,territory,False,2026-09-05T13:20:00Z,False,False,media,https://atnya-rt.ru/news/khbrlr/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiialardan-faidalana-ala,reported,mo-92613000,В Татарстане при покупке нового автомобиля доступны скидки и субсидии,context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_877665c4e65bd8a20a0ba4cf,2026-09-05T21:23:14Z,,,,False,territory,False,2026-09-05T13:20:00Z,False,False,media,https://yutazy.ru/news/pogoda/stormovoe-preduprezdenie-v-tatarstane,reported,mo-92654000,Штормовое предупреждение в Татарстане,context,24,not_editorially_useful,
,needs_review,medium,1,2,evt_4214fd089efee60d550e68e7,2026-09-05T21:23:14Z,,,,False,territory,False,2026-09-05T13:05:03Z,False,False,media,https://t.me/bugulgazeta/58370,reported,mo-92617101,В Бугульме состоялся диктант безопасности в колледже,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_969b8e0c41c9c9203d1fec5e,2026-09-05T21:23:46Z,,,,False,territory,False,2026-09-05T13:03:59Z,False,False,media,https://t.me/chistopol_news/42021,reported,mo-92659000,Профилактическая беседа в общежитии Чистопольского техникума,context,59,not_editorially_useful,
,needs_review,medium,1,1,evt_578268b685811b89878e53ad,2026-09-05T21:23:46Z,,,,False,territory,False,2026-09-05T13:03:38Z,False,False,media,https://t.me/rusloboda/35358,reported,mo-92650000,Ребенок погиб при пожаре в Красноярском крае,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_48e41610d8b2307d5f85c6ee,2026-09-05T21:23:46Z,,,,False,territory,False,2026-09-05T13:02:02Z,False,False,media,https://t.me/nurlatinform/82277,unknown,mo-92646000,В Нурлатском районе стартовал сбор гушр-садаки,context,20,not_editorially_useful,
,ready,low,1,1,evt_3daadae8f826d0b69acaae0a,2026-09-05T19:31:48Z,,,,False,territory,True,2026-09-05T13:00:01Z,False,False,media,https://t.me/novayakama/54835,resolved,mo-92634101,В Лаишевском районе после капитального ремонта открылся детский сад «Карлыгач» и фельдшерско-акушерский пункт,useful,87,,
,needs_review,medium,1,2,evt_07d0263026f1258b6b312d64,2026-09-05T21:23:46Z,,,,False,territory,False,2026-09-05T13:00:00Z,False,False,media,https://zpravda.ru/news/bezopasnost-na-dorogax/smertelnaia-avariia-proizosla-v-elabuzskom-raione-voditel-cherry-pogib,reported,mo-92628101,Смертельное ДТП в Елабужском районе,context,20,not_editorially_useful,
,needs_review,medium,1,1,evt_950268d97237bd9022e1e540,2026-09-05T21:24:37Z,,,,False,territory,False,2026-09-05T12:55:00Z,False,False,media,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/uceniki-buinska-soversili-proizvodstvennuiu-ekskursiiu-na-buinskii-motornyi-zavod,reported,mo-92618101,Производственная экскурсия школьников на Буинский моторный завод,context,36,not_editorially_useful,
Лаишево,ready,medium,1,2,evt_a3d3056e96ede017931feb60,2026-09-05T19:36:20Z,55.4043358,,49.5468376,False,settlement,True,2026-09-05T12:24:07Z,False,False,media,https://t.me/novayakama/54828,resolved,mo-92634101,В Лаишево открыли новое пространство во дворе на улице Сайдашева,useful,79,,
,needs_review,medium,1,1,evt_5e7400760ee9217b3e596e13,2026-09-05T21:24:37Z,,,,False,territory,False,2026-09-05T12:08:16Z,False,False,media,https://t.me/pestresy/48396,reported,mo-92648000,В Татарстане доступны льготы и субсидии на покупку и переоборудование автомобилей,context,16,not_editorially_useful,
,ready,medium,1,2,evt_2e6d13f62bb2f920ef059e56,2026-09-05T19:37:26Z,,,,False,territory,True,2026-09-05T11:37:39Z,False,False,media,https://t.me/yakti_ul/31342,reported,mo-92657000,В Большой Шильне приостановили дорожный ремонт,useful,87,,
,needs_review,medium,1,1,evt_df6b89a22965877e183657f2,2026-09-05T21:24:37Z,,,,False,territory,False,2026-09-05T11:35:11Z,False,False,media,https://t.me/TulInformm/35590,reported,mo-92656000,В Татарстане начался новый учебный год,context,59,not_editorially_useful,
,needs_review,medium,1,3,evt_598ea6d1c10a1c0a1980c307,2026-09-05T21:25:36Z,,,,False,territory,False,2026-09-05T11:30:12Z,False,False,media,https://t.me/chelny_news1/48665,unknown,mo-92730000,В Челнах вновь арестовали травматолога по делу о взятках,context,36,not_editorially_useful,
,needs_review,low,1,1,evt_6d73cf85667e5a1cdcb49687,2026-09-05T19:31:51Z,,,,False,territory,False,2026-09-05T11:20:20Z,False,False,media,https://t.me/yakti_ul/31338,reported,mo-92657000,"СЕРИЯ 2: Когда тебе платят больше, чем ты зарабатывал за неделю, мозг отключается. Но даже в сети у каждого действия есть последствия. И папин звонок — это лишь начало.",context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_65249f7e75244e5283f1fec2,2026-09-05T21:25:36Z,,,,False,territory,False,2026-09-05T11:04:32Z,False,False,media,https://t.me/xezmet_gazetasi/59781,reported,mo-92615430,В Норма авылында водителя Hyundai Solaris признали виновной в пьяном вождении,context,20,not_editorially_useful,
,needs_review,medium,1,1,evt_10d4b6d48c8f079e53f654f9,2026-09-05T21:25:36Z,,,,False,territory,False,2026-09-05T11:01:46Z,False,False,media,https://t.me/muslumirc/44307,reported,mo-92642480,123-я пожарно-спасательная часть открылась после капитального ремонта,context,59,not_editorially_useful,
,needs_review,low,1,1,evt_4c90be29e3d541c94527a87a,2026-09-05T19:31:47Z,,,,False,territory,False,2026-09-05T11:00:56Z,False,False,media,https://t.me/zpravda/108617,unknown,mo-92628101,"Диспансеризация кардинально отличается от обычного профосмотра. Это расширенный комплекс, нацеленный на глубокий онкоскрининг и оценку сердечно-сосудистых рисков. Диспансеризация проводится абсолютно бесплатно по полису ОМС. Программа постоянно расширяется.",context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_02b22e2826789a856cb39506,2026-09-05T21:26:11Z,,,,False,territory,False,2026-09-05T11:00:45Z,False,False,media,https://t.me/rusloboda/35355,reported,mo-92617412,В России утвердили дизайн нового дорожного знака для парковки многодетных семей,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_b39142a83852d0ef22cd0871,2026-09-05T21:26:11Z,,,,False,territory,False,2026-09-05T11:00:00Z,False,False,media,https://muslumirc.ru/news/bairamnar/37-eldan-son-kotelgan-bulak-iangyn-sunderucelarnen-binasy-kapital-remonttan-son-acyldy,reported,mo-92642480,37 елдан соң көтелгән бүләк: янгын сүндерүчеләрнең бинасы капиталь ремонттан соң ачылды,context,59,not_editorially_useful,
,needs_review,medium,1,2,evt_cd7dfb5216edeee3f2b98cb5,2026-09-05T21:26:11Z,,,,False,territory,False,2026-09-05T11:00:00Z,False,False,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/prokuratura-cerez-sud-vosstanovila-pravo-siroty-na-zile,unknown,mo-92628101,Прокуратура через суд восстановила право сироты на жильё,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_d0252586c52fcea95e940e9c,2026-09-05T21:26:11Z,,,,False,territory,False,2026-09-05T10:15:00Z,False,False,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/v-tatarstane-otkryli-sezon-oxoty-na-vodoplavaiushhuiu-i-borovuiu-dic,resolved,mo-92650000,В Татарстане открыли сезон охоты на водоплавающую и боровую дичь,context,59,not_editorially_useful,
,needs_review,low,1,1,evt_ee29671372d3f5eaf836a810,2026-09-05T19:31:47Z,,,,False,territory,False,2026-09-05T10:04:39Z,False,False,media,https://t.me/zpravda/108612,resolved,mo-92628101,Отказ ➡️ Иск ➡️ Суд ➡️ Победа,context,0,not_editorially_useful,
Лениногорск,needs_review,medium,1,2,evt_58c4a023cb810d9ced56a2af,2026-09-05T19:41:52Z,54.5994324,,52.4469099,False,settlement,False,2026-09-05T10:04:03Z,False,False,media,https://t.me/zamansulyshy/17384,reported,mo-92636101,Лениногорскида маркировкасыз җиләк-җимеш һәм яшелчә саткан оешмага штраф салынган,context,0,not_editorially_useful,
,ready,low,1,1,evt_32dbaacd8a8a9f6d30c01b0e,2026-09-05T19:31:50Z,,,,False,territory,True,2026-09-05T10:02:01Z,False,False,media,https://t.me/nurlatinform/82265,reported,mo-92646460,"✅ Отремонтировали дороги в Новом Иглайкине, Некрасовке, Светлом Озере.",useful,97,,
,needs_review,medium,1,2,evt_93aeb71280dc3fb269198c0c,2026-09-05T21:26:48Z,,,,False,territory,False,2026-09-05T10:02:00Z,False,False,media,https://chelny-izvest.ru/news/facts/socialnyi-fond-tatarstana-zakupit-smartfony-dlia-invalidov-na-13-mln-rublei,unknown,mo-92730000,Соцфонд Татарстана закупит смартфоны для инвалидов,context,50,not_editorially_useful,
,needs_review,low,1,1,evt_342a9ef88d45a20560f1f44b,2026-09-05T19:31:43Z,,,,False,territory,False,2026-09-05T10:00:01Z,False,False,media,https://t.me/tatmediaofficial/158614,resolved,,Подготовка социальных объектов к отопительному сезону полностью завершена.,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_ef35bbbbb6232f2b2b592d88,2026-09-05T19:31:50Z,,,,False,territory,False,2026-09-05T09:54:01Z,False,False,media,https://t.me/smi_menzela/28816,reported,mo-92640000,Лоси становятся непредсказуемыми в период гонаС ко,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_cea9cc81e6210c2bbfc44aa0,2026-09-05T19:31:53Z,,,,False,territory,False,2026-09-05T09:46:40Z,False,False,media,https://t.me/chelnytv/46187,reported,mo-92730000,Что говорят очевидцы пожара ⬆️,context,0,summary_too_short|not_editorially_useful,
,ready,low,1,1,evt_911ee2921bf2a6471b37b66c,2026-09-05T19:32:05Z,,,,False,territory,True,2026-09-05T09:37:29Z,False,False,official,https://t.me/kzn_official/23612,resolved,mo-92701000,Открыли Центр кикбоксинга и Центр регби.,useful,87,,
,ready,low,1,1,evt_16a980af089f6940b072c194,2026-09-05T19:32:00Z,,,,False,territory,True,2026-09-05T09:35:00Z,False,False,media,https://laishevskyi.ru/news/tema-dnya/v-laisevskom-raione-posle-kapitalnogo-remonta-otkrylsia-detskii-sad-i-fap,resolved,mo-92634101,В Лаишевском районе после капитального ремонта открылся детский сад и ФАП,useful,87,,
,ready,medium,1,1,evt_a73863e38f6108e65253ef46,2026-09-05T19:42:40Z,,,,False,territory,True,2026-09-05T09:26:00Z,False,False,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,resolved,mo-92605000,В Казани обновили 12 светофорных объектов,useful,87,,
,ready,medium,1,1,evt_cedb881ffd0fb48a3a53ac67,2026-09-05T19:42:40Z,,,,False,territory,True,2026-09-05T09:26:00Z,False,False,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,reported,mo-92605000,В Татарстане завершили обновление 18 светофоров,useful,87,,
,ready,low,1,1,evt_db6947ed349b0c2c8476fc8d,2026-09-05T19:31:47Z,,,,False,territory,True,2026-09-05T09:15:02Z,False,False,media,https://t.me/zainsknews/61054,resolved,mo-92627000,В Кармановском сельском клубе открылась выставка творчества трёх поколений,useful,87,,
,needs_review,low,1,1,evt_5391791c57f34709aa13f15e,2026-09-05T19:31:58Z,,,,False,territory,False,2026-09-05T09:00:00Z,False,False,media,https://biektaw.ru/news/v-respublike/v-tatarstane-za-nedeliu-zafiksirovano-snizenie-cen-na-miaso,unknown,mo-92622000,В Татарстане за неделю зафиксировано снижение цен на мясо,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_244f56cd1517be5e357f073e,2026-09-05T21:26:48Z,,,,False,territory,False,2026-09-05T08:44:11Z,False,False,media,https://t.me/chelnytv/46180,reported,mo-92730000,Пожар в термальном комплексе на Гэсе в Челнах,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_4a165470363f7c93e8029b6b,2026-09-05T21:26:48Z,,,,False,territory,False,2026-09-05T08:34:00Z,False,False,media,https://menzela.ru/news/tema-dnya/oxotniki-menzelinskogo-raiona-otkryli-sezon-dobyci-pernatoi-dici,resolved,mo-92640000,Охотники Мензелинского района открыли сезон добычи пернатой дичи,context,59,not_editorially_useful,
Нижнекамск,needs_review,medium,1,2,evt_4251e54cce95ddfbb7d2ffd8,2026-09-05T21:27:41Z,55.6412879,,51.8160376,False,settlement,False,2026-09-05T08:30:07Z,False,False,media,https://t.me/ntr24ru/45271,reported,mo-92644101,В Нижнекамске выявили незаконную выдачу потребительских займов под видом комиссионной торговли,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_550b04c5e7f94449f5fde8f8,2026-09-05T21:27:42Z,,,,False,territory,False,2026-09-05T08:16:00Z,False,False,media,https://mamadysh-rt.ru/news/obshchestvo/na-obnovlenie-18-svetoforov-v-tatarstane-napravili-1257-mln-rublei,reported,mo-92638000,Модернизация 18 светофорных точек в Татарстане,context,16,not_editorially_useful,
