id,legacyId,title,state,publishedAt,lastEvidenceAt,territoryId,precision,address,longitude,latitude,confidence,sourceKind,sourceUrl,usefulnessLevel,usefulnessScore,reviewed,evidenceCount,documentCount,publishReady,mapReady,sceneReady,auditResult,reasons,warnings,triage
evt_209dee7a9e0b96a362e9df38,,"Мальчик погиб в пожаре, пока родственница была в доме",reported,2026-09-05T13:03:38Z,2026-09-05T19:06:45Z,mo-92650000,territory,,,,low,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/malcik-pogib-v-pozare-poka-rodstvennica-byla-v-dome,context,20,False,2,2,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_72c53eee2081a3ba33da2689,,В Нурлате началась ежегодная кампания по сбору гушр-садаки.,unknown,2026-09-05T13:02:02Z,2026-09-05T19:06:32Z,mo-92646000,territory,,,,low,media,https://t.me/nurlatinform/82277,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_d22ee8c9f38184d96e139a77,,Ул хезмәт юлын 2015 елда су белән тәэмин итү һәм канализация челтәрен ремонтлау буенча слесарь булып башлый.,reported,2026-09-05T13:01:19Z,2026-09-05T19:06:31Z,mo-92642000,territory,,,,low,media,https://t.me/muslumirc/44309,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_3daadae8f826d0b69acaae0a,,В Лаишевском районе после капитального ремонта открылся детский сад «Карлыгач» и фельдшерско-акушерский пункт,resolved,2026-09-05T13:00:01Z,2026-09-05T19:06:30Z,mo-92634101,territory,,,,low,media,https://t.me/novayakama/54835,useful,87,False,1,1,True,False,False,ready,[],[],publish_now
evt_13965122c5c69a52ca259f0a,,Смертельная авария произошла в Елабужском районе: водитель Cherry погиб,reported,2026-09-05T13:00:00Z,2026-09-05T19:06:41Z,mo-92628101,territory,,,,low,media,https://zpravda.ru/news/bezopasnost-na-dorogax/smertelnaia-avariia-proizosla-v-elabuzskom-raione-voditel-cherry-pogib,context,30,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_9558071f489685b7f8a4f8a6,,Ученики Буинска совершили производственную экскурсию на Буинский моторный завод,reported,2026-09-05T12:55:00Z,2026-09-05T19:06:39Z,mo-92618101,territory,,,,low,media,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/uceniki-buinska-soversili-proizvodstvennuiu-ekskursiiu-na-buinskii-motornyi-zavod,context,36,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_b998c807f21286f77ddfe603,,Авариядә һәрвакыт бер шофер гына гаепле буламы?,reported,2026-09-05T12:49:00Z,2026-09-05T19:06:45Z,mo-92653000,territory,,,,low,media,https://sarman-rt.ru/news/zakon-һәm-bez/avariiada-harvakyt-ber-sofer-gyna-gaeple-bulamy,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_2d28fa2dc10f0414b5503f44,,Перепланировку квартиры необходимо согласовать заранее,reported,2026-09-05T12:25:02Z,2026-09-05T19:06:29Z,mo-92627000,territory,,,,low,media,https://t.me/zainsknews/61068,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_eccb26ffad7a757dcb57e40a,,Уютный двор для всей семьи: в Лаишево открыли новое пространство на улице Сайдашева,resolved,2026-09-05T12:24:07Z,2026-09-05T19:06:30Z,mo-92634101,territory,,,,low,media,https://t.me/novayakama/54828,useful,89,False,1,1,True,False,False,ready,[],[],publish_now
evt_ae677b3ca6398cab944bbb7e,,"Жители Татарстана могут воспользоваться льготами и получить субсидии на приобретение нового автомобиля и иные расходы, связанные с машинами. Подробнее об этом – в материале «Татар-информа».",reported,2026-09-05T12:08:16Z,2026-09-05T19:06:32Z,mo-92648000,territory,,,,low,media,https://t.me/pestresy/48396,context,16,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_4ba5ac0841220452f8ae94b9,,"СЕРИЯ 4: Ты думал, что это просто текст? Теперь у тебя есть враги, у которых есть скриншоты. Добро пожаловать в игру, где ставки слишком высоки, чтобы выйти.",reported,2026-09-05T12:00:32Z,2026-09-05T19:06:30Z,mo-92633000,territory,,,,low,media,https://t.me/kukmor_tatarstan/56202,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_1be65e4eed254db178d69b5c,,"Хәзрәт, динебез пластик операция ясатуга ничек карый?",reported,2026-09-05T11:50:32Z,2026-09-05T19:06:27Z,mo-92701000,territory,,,,low,media,https://t.me/apastovonovosti/56599,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_2120c85295b6294bdd102ed3,,Жители села Большая Шильна Тукаевского района обеспокоены судьбой капитального ремонта дорог. — улицы Нефтяников Вильсур Бадыгин,in_progress,2026-09-05T11:37:39Z,2026-09-05T19:06:33Z,mo-92657439,territory,,,,low,media,https://t.me/yakti_ul/31342,useful,97,False,1,1,False,False,False,needs_review,['open_state_text_looks_finished'],[],priority_review
evt_43e8aa47146894cb0a7e9fdd,,"Жители села Большая Шильна Тукаевского района обеспокоены судьбой капитального ремонта дорог. — улицы
Жители",in_progress,2026-09-05T11:37:39Z,2026-09-05T19:06:33Z,mo-92657439,territory,,,,low,media,https://t.me/yakti_ul/31342,useful,97,False,1,1,False,False,False,needs_review,['open_state_text_looks_finished'],[],priority_review
evt_9618f246e5d990ec09907fa7,,Илнур Кәримуллин: «Балаларга юлда йөрү тәртибен өйрәтү генә аз»,reported,2026-09-05T11:35:11Z,2026-09-05T19:06:33Z,mo-92656000,territory,,,,low,media,https://t.me/TulInformm/35590,context,59,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_329acac78ae68782ca4e74b1,,Но сейчас уголовное дело пойдет по новому кругу.,reported,2026-09-05T11:30:12Z,2026-09-05T19:06:34Z,mo-92730000,territory,,,,low,media,https://t.me/chelny_news1/48665,context,36,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_6d73cf85667e5a1cdcb49687,,"СЕРИЯ 2: Когда тебе платят больше, чем ты зарабатывал за неделю, мозг отключается. Но даже в сети у каждого действия есть последствия. И папин звонок — это лишь начало.",reported,2026-09-05T11:20:20Z,2026-09-05T19:06:33Z,mo-92657000,territory,,,,low,media,https://t.me/yakti_ul/31338,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_54f652e7e604656c9a54ed7e,,"А в конце девяностых, после развала страны, семья принимает непростое решение и переезжает в Камское Устье, начав жизнь заново.",reported,2026-09-05T11:19:01Z,2026-09-05T19:06:30Z,mo-92630151,settlement,Камское Устье,49.2680082,55.2015629,low,media,https://t.me/volzhskie/36103,context,36,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_ae0cf62ca06a8e7559ca4a66,,Исерекләр эскәмиясендә хатын-кыз...,unknown,2026-09-05T11:04:32Z,2026-09-05T19:06:28Z,mo-92615430,territory,,,,low,media,https://t.me/xezmet_gazetasi/59781,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_700248ce3397379d92d91d5b,,Татарстан эш бирүчеләр исәп-хисап өчен штрафны 50% ташлама белән түли ала,unknown,2026-09-05T11:03:16Z,2026-09-05T19:06:25Z,mo-92601000,territory,,,,low,media,https://t.me/agr_vesti/55802,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_d15ff7b243889ab0caaa389a,,37 елдан соң көтелгән бүләк: янгын сүндерүчеләрнең бинасы капиталь ремонттан соң ачылды,reported,2026-09-05T11:01:46Z,2026-09-05T19:06:31Z,mo-92642480,territory,,,,low,media,https://t.me/muslumirc/44307,context,59,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_4c90be29e3d541c94527a87a,,"Диспансеризация кардинально отличается от обычного профосмотра. Это расширенный комплекс, нацеленный на глубокий онкоскрининг и оценку сердечно-сосудистых рисков. Диспансеризация проводится абсолютно бесплатно по полису ОМС. Программа постоянно расширяется.",unknown,2026-09-05T11:00:56Z,2026-09-05T19:06:29Z,mo-92628101,territory,,,,low,media,https://t.me/zpravda/108617,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_a554ee67fb4448ecf53d6c69,,В России появится специальный дорожный знак для парковки многодетных семей,reported,2026-09-05T11:00:45Z,2026-09-05T19:06:33Z,mo-92617412,territory,,,,low,media,https://t.me/rusloboda/35355,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_671a5e58fecfdec1008d7914,,37 елдан соң көтелгән бүләк: янгын сүндерүчеләрнең бинасы капиталь ремонттан соң ачылды,reported,2026-09-05T11:00:00Z,2026-09-05T19:06:44Z,mo-92642480,territory,,,,low,media,https://muslumirc.ru/news/bairamnar/37-eldan-son-kotelgan-bulak-iangyn-sunderucelarnen-binasy-kapital-remonttan-son-acyldy,context,59,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_bbc38dd9988387354e801771,,Прокуратура через суд восстановила право сироты на жильё,unknown,2026-09-05T11:00:00Z,2026-09-05T19:06:45Z,mo-92628101,territory,,,,low,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/prokuratura-cerez-sud-vosstanovila-pravo-siroty-na-zile,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_49e7b7a47ad67429b410808f,,В Татарстане открыли сезон охоты на водоплавающую и боровую дичь,resolved,2026-09-05T10:15:00Z,2026-09-05T19:06:45Z,mo-92650000,territory,,,,low,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/v-tatarstane-otkryli-sezon-oxoty-na-vodoplavaiushhuiu-i-borovuiu-dic,context,59,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_ee29671372d3f5eaf836a810,,Отказ ➡️ Иск ➡️ Суд ➡️ Победа,resolved,2026-09-05T10:04:39Z,2026-09-05T19:06:29Z,mo-92628101,territory,,,,low,media,https://t.me/zpravda/108612,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_7d91d91dad8d6eb070e62229,,"Лениногорск шәһәрендә күпләп-ваклап сату базасында фирмаларның берсендә 25 тоннага якын җиләк-җимеш һәм яшелчә сакланган һәм сатылган. Төргәкләрдә техник регламентта каралган маркировка булмаган, дип хәбәр итә Татарстан Прокуратурасы.",unknown,2026-09-05T10:04:03Z,2026-09-05T19:06:30Z,mo-92636101,settlement,Лениногорск,52.4469099,54.5994324,low,media,https://t.me/zamansulyshy/17384,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_32dbaacd8a8a9f6d30c01b0e,,"✅ Отремонтировали дороги в Новом Иглайкине, Некрасовке, Светлом Озере.",reported,2026-09-05T10:02:01Z,2026-09-05T19:06:32Z,mo-92646460,territory,,,,low,media,https://t.me/nurlatinform/82265,useful,97,False,1,1,True,False,False,ready,[],[],publish_now
evt_3fa3814e54267487775b7054,,Социальный фонд Татарстана закупит смартфоны для инвалидов на 13 млн рублей,unknown,2026-09-05T10:02:00Z,2026-09-05T19:06:46Z,mo-92730000,territory,,,,low,media,https://chelny-izvest.ru/news/facts/socialnyi-fond-tatarstana-zakupit-smartfony-dlia-invalidov-na-13-mln-rublei,context,50,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_342a9ef88d45a20560f1f44b,,Подготовка социальных объектов к отопительному сезону полностью завершена.,resolved,2026-09-05T10:00:01Z,2026-09-05T19:06:25Z,,territory,,,,low,media,https://t.me/tatmediaofficial/158614,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_ef35bbbbb6232f2b2b592d88,,Лоси становятся непредсказуемыми в период гонаС ко,reported,2026-09-05T09:54:01Z,2026-09-05T19:06:32Z,mo-92640000,territory,,,,low,media,https://t.me/smi_menzela/28816,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_cea9cc81e6210c2bbfc44aa0,,Что говорят очевидцы пожара ⬆️,reported,2026-09-05T09:46:40Z,2026-09-05T19:06:35Z,mo-92730000,territory,,,,low,media,https://t.me/chelnytv/46187,context,0,False,1,1,False,False,False,needs_review,"['summary_too_short', 'not_editorially_useful']",[],context
evt_e31bf47d9175eaf9ddfc56bb,,"Гульфания: переехала в Куш-Елгу, вырастила детей и дожила до почётной старости",unknown,2026-09-05T09:40:00Z,2026-09-05T19:06:41Z,mo-92627000,territory,,,,low,media,https://zainsk-inform.ru/news/obschestvo/gulfaniia-pereexala-v-kus-elgu-vyrastila-detei-i-dozila-do-pocetnoi-starosti,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_911ee2921bf2a6471b37b66c,,Открыли Центр кикбоксинга и Центр регби.,resolved,2026-09-05T09:37:29Z,2026-09-05T19:06:47Z,mo-92701000,territory,,,,low,official,https://t.me/kzn_official/23612,useful,87,False,1,1,True,False,False,ready,[],[],publish_now
evt_16a980af089f6940b072c194,,В Лаишевском районе после капитального ремонта открылся детский сад и ФАП,resolved,2026-09-05T09:35:00Z,2026-09-05T19:06:42Z,mo-92634101,territory,,,,low,media,https://laishevskyi.ru/news/tema-dnya/v-laisevskom-raione-posle-kapitalnogo-remonta-otkrylsia-detskii-sad-i-fap,useful,87,False,1,1,True,False,False,ready,[],[],publish_now
evt_00a2952058fd20d7ae6e1f26,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — улица Рябиновая,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92701000,street,Рябиновая улица,49.2594187,55.7508573,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,True,False,ready,[],[],publish_now
evt_03d9e734916976557446fa30,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — улица Белинского,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92701000,street,улица Белинского,49.0800953,55.8539921,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,True,False,ready,[],[],publish_now
evt_0d89b9f4a9325aa4a2b3747e,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — улица Хлебозаводская,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92701000,street,Хлебозаводская улица,49.0504754,55.8430126,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,True,False,ready,[],[],publish_now
evt_1003b549d78d3f84682c7c48,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — улица Челюскина,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92701000,street,улица Челюскина,49.0765409,55.8605381,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,True,False,ready,[],[],publish_now
evt_1a1154db1d099d3d95cc0aa6,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — улица Магистральная,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92701000,territory,,,,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,False,False,ready,[],[],publish_now
evt_310ccff6a81687d32140b12f,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — улица Магистральная,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92701000,territory,,,,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,False,False,ready,[],[],publish_now
evt_44570ec59260244d04646275,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — Хлебный проезд,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92730000,site,Трубный проезд / Хлебный проезд,52.4207008,55.7161402,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,True,False,ready,[],[],publish_now
evt_4698f88e61c26f658e6d45c4,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — улица Айдарова,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92701000,street,улица Айдарова,49.0554499,55.8701784,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,True,False,ready,[],[],publish_now
evt_47137d8b6a62e8589fe42344,,В Татарстане завершили установку интеллектуальных транспортных систем в городских агломерациях в рамках национального проекта «Инфрастр — Индустриальный проезд,resolved,2026-09-05T09:26:00Z,2026-09-05T19:06:36Z,mo-92730000,site,Трубный проезд / Индустриальный проезд,52.4272017,55.7123219,low,media,https://aktanysh-rt.ru/news/v-respublike/v-tatarstane-po-nacproektu-obnovili-18-svetoforov-za-1257-mln-rublei,useful,97,False,1,1,True,True,False,ready,[],[],publish_now
