id,legacyId,title,state,publishedAt,lastEvidenceAt,territoryId,precision,address,longitude,latitude,confidence,sourceKind,sourceUrl,usefulnessLevel,usefulnessScore,reviewed,evidenceCount,documentCount,publishReady,mapReady,sceneReady,auditResult,reasons,warnings,sourceReachable,sourceHttpStatus,sourceFinalUrl,disposition,sourceProbeError
evt_9ea6b77ee2be82f8e9a1d6a5,,Жителям Заинского района напомнили о номере единой службы спасения,reported,2026-09-05T14:30:02Z,2026-09-05T19:31:47Z,mo-92627000,territory,,,,low,media,https://t.me/zainsknews/61070,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zainsknews/61070,context_only,
evt_41a9623fee4c2ca361233492,,В Татарстане завершена модернизация светофоров по нацпроекту,reported,2026-09-05T14:19:00Z,2026-09-05T19:35:09Z,mo-92656000,territory,,,,medium,media,https://tulachi.ru/news/v-respublike/tatarstanda-ilkulam-proekt-buenca-svetoforlarny-modernizaciialau-eslare-togallande,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://tulachi.ru/news/v-respublike/tatarstanda-ilkulam-proekt-buenca-svetoforlarny-modernizaciialau-eslare-togallande,fact_and_geo_recheck,
evt_52f5fb675953917b218186cf,,Подробности пожара в термальном комплексе Челнов,reported,2026-09-05T14:18:06Z,2026-09-05T19:31:53Z,mo-92730000,territory,,,,low,media,https://t.me/chelnytv/46190,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/chelnytv/46190,fact_and_geo_recheck,
evt_fc0b3cf842ac7234423a82dd,,Какие льготы доступны автомобилистам Татарстана в 2026 году?,unknown,2026-09-05T14:09:01Z,2026-09-05T19:31:48Z,mo-92633000,territory,,,,low,media,https://t.me/kukmor_tatarstan/56205,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/kukmor_tatarstan/56205,fact_and_geo_recheck,
evt_18a446ae304607297518373d,,Ученики Центра внешкольной работы совершили производственную экскурсию на Буинский моторный завод,reported,2026-09-05T14:06:56Z,2026-09-05T19:31:46Z,mo-92618000,territory,,,,low,media,https://t.me/buinsknews/47243,context,36,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/buinsknews/47243,fact_and_geo_recheck,
evt_729418f96b157eddee8534ff,,"В Мамадышском районе продолжаются масштабные дорожные работы. Одна из ключевых точек приложения сил подрядчиков сегодня — это посёлок Сервеный. Здесь на улице Юлии Запольской дорожники приступили к важному этапу строительства. И этот объект — не просто очередной километр асфальта, а настоящий путь к новым домам для многодетных семей.",reported,2026-09-05T14:04:59Z,2026-09-05T19:31:48Z,mo-92638000,territory,,,,low,media,https://t.me/novosti_mamadysha/63928,useful,89,False,1,1,True,False,False,ready,,,True,200,https://t.me/novosti_mamadysha/63928,publish_ready,
evt_7929ade4d77c9deb7dd41334,,Учителя обсудили итоги экзаменов и планы на новый учебный годВ ра,reported,2026-09-05T14:04:01Z,2026-09-05T19:31:50Z,mo-92640000,territory,,,,low,media,https://t.me/smi_menzela/28822,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/smi_menzela/28822,fact_and_geo_recheck,
evt_8aeb97d38ba04abb840048ec,,Ожидаются усиление ветра и грозы,planned,2026-09-05T14:00:00Z,2026-09-05T19:32:02Z,mo-92701000,territory,,,,low,media,https://nurlat-tat.ru/news/pogoda/ozidaiutsia-usilenie-vetra-i-grozy,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://nurlat-tat.ru/news/pogoda/ozidaiutsia-usilenie-vetra-i-grozy,fact_and_geo_recheck,
evt_ea303524552d5859dcda877f,,В Татарстане разработали первый проект рекультивации нарушенных сельхозземель,unknown,2026-09-05T14:00:00Z,2026-09-05T19:31:57Z,mo-92620000,territory,,,,low,media,https://vuslon.ru/news/obschestvo/v-tatarstane-razrabotali-pervyi-proekt-rekultivacii-narusennyx-selxozzemel,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://vuslon.ru/news/obschestvo/v-tatarstane-razrabotali-pervyi-proekt-rekultivacii-narusennyx-selxozzemel,context_only,
evt_60648077e15a57ef08b1e357,,"Новый знак представят позже, когда завершат все формальности.",reported,2026-09-05T13:58:37Z,2026-09-05T19:31:46Z,mo-92617412,territory,,,,low,media,https://t.me/drozzanoe90/20812,useful,79,False,1,1,True,False,False,ready,,,True,200,https://t.me/drozzanoe90/20812,publish_ready,
evt_da4bcf9d79bf8bbdfd087814,,Улетел в кювет: в Татарстане водитель Chery погиб в ДТП,reported,2026-09-05T13:45:11Z,2026-09-05T19:31:52Z,mo-92626432,territory,,,,low,media,https://t.me/chelny_news1/48674,context,30,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/chelny_news1/48674,fact_and_geo_recheck,
evt_94579c8a9e6b9d736ceb1f8d,,Смертельное ДТП произошло в Елабужском районе,reported,2026-09-05T13:38:22Z,2026-09-05T19:31:47Z,mo-92626432,territory,,,,low,media,https://t.me/ElabugaNK/46296,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/ElabugaNK/46296,fact_and_geo_recheck,
evt_37914c2b7f16a216e991e51c,,Штормовое предупреждение в Татарстане,reported,2026-09-05T13:20:00Z,2026-09-05T19:32:05Z,mo-92654000,territory,,,,low,media,https://yutazy.ru/news/pogoda/stormovoe-preduprezdenie-v-tatarstane,context,24,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://yutazy.ru/news/pogoda/stormovoe-preduprezdenie-v-tatarstane,fact_and_geo_recheck,
evt_4f65c41555969a19fa761198,,В Татарстане при покупке нового автомобиля доступны скидки и субсидии,reported,2026-09-05T13:20:00Z,2026-09-05T19:35:30Z,mo-92613000,territory,,,,medium,media,https://atnya-rt.ru/news/khbrlr/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiialardan-faidalana-ala,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://atnya-rt.ru/news/khbrlr/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiialardan-faidalana-ala,context_only,
evt_d411f743b469bb03f1388b65,,В колледже Бугульмы состоялся диктант безопасности,reported,2026-09-05T13:05:03Z,2026-09-05T19:31:46Z,mo-92617101,territory,,,,low,media,https://t.me/bugulgazeta/58370,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/bugulgazeta/58370,fact_and_geo_recheck,
evt_94c665b1594bb47efa69571c,,"Завхоз общежития напомнила о тишине после 23:00, бережном отношении к ремонту и чистоте в комнатах.",resolved,2026-09-05T13:03:59Z,2026-09-05T19:31:52Z,mo-92659000,territory,,,,low,media,https://t.me/chistopol_news/42021,context,59,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/chistopol_news/42021,fact_and_geo_recheck,
evt_209dee7a9e0b96a362e9df38,,"Мальчик погиб в пожаре, пока родственница была в доме",reported,2026-09-05T13:03:38Z,2026-09-05T19:32:03Z,mo-92650000,territory,,,,low,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/malcik-pogib-v-pozare-poka-rodstvennica-byla-v-dome,context,20,False,2,2,False,False,False,needs_review,not_editorially_useful,,True,200,https://rsloboda-rt.ru/news/obschestvo-i-myi/malcik-pogib-v-pozare-poka-rodstvennica-byla-v-dome,fact_and_geo_recheck,
evt_72c53eee2081a3ba33da2689,,В Нурлате началась ежегодная кампания по сбору гушр-садаки.,unknown,2026-09-05T13:02:02Z,2026-09-05T19:31:50Z,mo-92646000,territory,,,,low,media,https://t.me/nurlatinform/82277,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/nurlatinform/82277,fact_and_geo_recheck,
evt_3daadae8f826d0b69acaae0a,,В Лаишевском районе после капитального ремонта открылся детский сад «Карлыгач» и фельдшерско-акушерский пункт,resolved,2026-09-05T13:00:01Z,2026-09-05T19:31:48Z,mo-92634101,territory,,,,low,media,https://t.me/novayakama/54835,useful,87,False,1,1,True,False,False,ready,,,True,200,https://t.me/novayakama/54835,publish_ready,
evt_13965122c5c69a52ca259f0a,,Смертельная авария произошла в Елабужском районе: водитель Cherry погиб,reported,2026-09-05T13:00:00Z,2026-09-05T19:31:59Z,mo-92628101,territory,,,,low,media,https://zpravda.ru/news/bezopasnost-na-dorogax/smertelnaia-avariia-proizosla-v-elabuzskom-raione-voditel-cherry-pogib,context,30,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://zpravda.ru/news/bezopasnost-na-dorogax/smertelnaia-avariia-proizosla-v-elabuzskom-raione-voditel-cherry-pogib,fact_and_geo_recheck,
evt_9558071f489685b7f8a4f8a6,,Ученики Буинска совершили производственную экскурсию на Буинский моторный завод,reported,2026-09-05T12:55:00Z,2026-09-05T19:31:57Z,mo-92618101,territory,,,,low,media,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/uceniki-buinska-soversili-proizvodstvennuiu-ekskursiiu-na-buinskii-motornyi-zavod,context,36,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/uceniki-buinska-soversili-proizvodstvennuiu-ekskursiiu-na-buinskii-motornyi-zavod,fact_and_geo_recheck,
evt_2d28fa2dc10f0414b5503f44,,Перепланировку квартиры необходимо согласовать заранее,reported,2026-09-05T12:25:02Z,2026-09-05T19:31:47Z,mo-92627000,territory,,,,low,media,https://t.me/zainsknews/61068,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zainsknews/61068,fact_and_geo_recheck,
evt_a3d3056e96ede017931feb60,,В Лаишево открыли новое пространство во дворе на улице Сайдашева,resolved,2026-09-05T12:24:07Z,2026-09-05T19:36:20Z,mo-92634101,settlement,Лаишево,49.5468376,55.4043358,medium,media,https://t.me/novayakama/54828,useful,79,False,2,1,True,False,False,ready,,,True,200,https://t.me/novayakama/54828,publish_ready,
evt_ae677b3ca6398cab944bbb7e,,"Жители Татарстана могут воспользоваться льготами и получить субсидии на приобретение нового автомобиля и иные расходы, связанные с машинами. Подробнее об этом – в материале «Татар-информа».",reported,2026-09-05T12:08:16Z,2026-09-05T19:31:50Z,mo-92648000,territory,,,,low,media,https://t.me/pestresy/48396,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/pestresy/48396,fact_and_geo_recheck,
evt_2e6d13f62bb2f920ef059e56,,В Большой Шильне приостановили дорожный ремонт,reported,2026-09-05T11:37:39Z,2026-09-05T19:37:26Z,mo-92657000,territory,,,,medium,media,https://t.me/yakti_ul/31342,useful,87,False,2,1,True,False,False,ready,,,True,200,https://t.me/yakti_ul/31342,publish_ready,
evt_8df5fe5500ee178386967d30,,"В Агерже, Буе, Кукморе и Минзеле построили новые школы, в Бугульме — два дополнительных корпуса",reported,2026-09-05T11:35:11Z,2026-09-05T19:38:33Z,mo-92656000,territory,,,,medium,media,https://t.me/TulInformm/35590,context,59,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/TulInformm/35590,fact_and_geo_recheck,
evt_329acac78ae68782ca4e74b1,,Но сейчас уголовное дело пойдет по новому кругу.,reported,2026-09-05T11:30:12Z,2026-09-05T19:31:52Z,mo-92730000,territory,,,,low,media,https://t.me/chelny_news1/48665,context,36,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/chelny_news1/48665,fact_and_geo_recheck,
evt_6d73cf85667e5a1cdcb49687,,"СЕРИЯ 2: Когда тебе платят больше, чем ты зарабатывал за неделю, мозг отключается. Но даже в сети у каждого действия есть последствия. И папин звонок — это лишь начало.",reported,2026-09-05T11:20:20Z,2026-09-05T19:31:51Z,mo-92657000,territory,,,,low,media,https://t.me/yakti_ul/31338,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/yakti_ul/31338,context_only,
evt_54f652e7e604656c9a54ed7e,,"А в конце девяностых, после развала страны, семья принимает непростое решение и переезжает в Камское Устье, начав жизнь заново.",reported,2026-09-05T11:19:01Z,2026-09-05T19:31:48Z,mo-92630151,settlement,Камское Устье,49.2680082,55.2015629,low,media,https://t.me/volzhskie/36103,context,36,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/volzhskie/36103,fact_and_geo_recheck,
evt_ce92c5d59a7490d615fa13a1,,В Норма деревне пьяную водительницу лишили прав и оштрафовали,reported,2026-09-05T11:04:32Z,2026-09-05T19:39:26Z,mo-92615430,territory,,,,medium,media,https://t.me/xezmet_gazetasi/59781,context,20,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/xezmet_gazetasi/59781,fact_and_geo_recheck,
evt_16b7403f1588c734a544b0bf,,Здание пожарно-спасательного подразделения открыли после капремонта,reported,2026-09-05T11:01:46Z,2026-09-05T19:40:14Z,mo-92642480,territory,,,,medium,media,https://t.me/muslumirc/44307,context,59,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/muslumirc/44307,fact_and_geo_recheck,
evt_4c90be29e3d541c94527a87a,,"Диспансеризация кардинально отличается от обычного профосмотра. Это расширенный комплекс, нацеленный на глубокий онкоскрининг и оценку сердечно-сосудистых рисков. Диспансеризация проводится абсолютно бесплатно по полису ОМС. Программа постоянно расширяется.",unknown,2026-09-05T11:00:56Z,2026-09-05T19:31:47Z,mo-92628101,territory,,,,low,media,https://t.me/zpravda/108617,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108617,context_only,
evt_a554ee67fb4448ecf53d6c69,,В России появится специальный дорожный знак для парковки многодетных семей,reported,2026-09-05T11:00:45Z,2026-09-05T19:31:51Z,mo-92617412,territory,,,,low,media,https://t.me/rusloboda/35355,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/rusloboda/35355,fact_and_geo_recheck,
evt_78a42482ff4dcf9775aa3cf1,,Открыто здание пожарно-спасательного подразделения после капитального ремонта,reported,2026-09-05T11:00:00Z,2026-09-05T19:40:45Z,mo-92642480,territory,,,,medium,media,https://muslumirc.ru/news/bairamnar/37-eldan-son-kotelgan-bulak-iangyn-sunderucelarnen-binasy-kapital-remonttan-son-acyldy,context,59,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://muslumirc.ru/news/bairamnar/37-eldan-son-kotelgan-bulak-iangyn-sunderucelarnen-binasy-kapital-remonttan-son-acyldy,fact_and_geo_recheck,
evt_bbc38dd9988387354e801771,,Прокуратура через суд восстановила право сироты на жильё,unknown,2026-09-05T11:00:00Z,2026-09-05T19:32:03Z,mo-92628101,territory,,,,low,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/prokuratura-cerez-sud-vosstanovila-pravo-siroty-na-zile,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://rsloboda-rt.ru/news/obschestvo-i-myi/prokuratura-cerez-sud-vosstanovila-pravo-siroty-na-zile,fact_and_geo_recheck,
evt_49e7b7a47ad67429b410808f,,В Татарстане открыли сезон охоты на водоплавающую и боровую дичь,resolved,2026-09-05T10:15:00Z,2026-09-05T19:32:03Z,mo-92650000,territory,,,,low,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/v-tatarstane-otkryli-sezon-oxoty-na-vodoplavaiushhuiu-i-borovuiu-dic,context,59,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://rsloboda-rt.ru/news/obschestvo-i-myi/v-tatarstane-otkryli-sezon-oxoty-na-vodoplavaiushhuiu-i-borovuiu-dic,fact_and_geo_recheck,
evt_ee29671372d3f5eaf836a810,,Отказ ➡️ Иск ➡️ Суд ➡️ Победа,resolved,2026-09-05T10:04:39Z,2026-09-05T19:31:47Z,mo-92628101,territory,,,,low,media,https://t.me/zpravda/108612,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108612,context_only,
evt_58c4a023cb810d9ced56a2af,,Лениногорскида маркировкасыз җиләк-җимеш һәм яшелчә саткан оешмага штраф салынган,reported,2026-09-05T10:04:03Z,2026-09-05T19:41:52Z,mo-92636101,settlement,Лениногорск,52.4469099,54.5994324,medium,media,https://t.me/zamansulyshy/17384,context,0,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zamansulyshy/17384,context_only,
evt_32dbaacd8a8a9f6d30c01b0e,,"✅ Отремонтировали дороги в Новом Иглайкине, Некрасовке, Светлом Озере.",reported,2026-09-05T10:02:01Z,2026-09-05T19:31:50Z,mo-92646460,territory,,,,low,media,https://t.me/nurlatinform/82265,useful,97,False,1,1,True,False,False,ready,,,True,200,https://t.me/nurlatinform/82265,publish_ready,
evt_3fa3814e54267487775b7054,,Социальный фонд Татарстана закупит смартфоны для инвалидов на 13 млн рублей,unknown,2026-09-05T10:02:00Z,2026-09-05T19:32:04Z,mo-92730000,territory,,,,low,media,https://chelny-izvest.ru/news/facts/socialnyi-fond-tatarstana-zakupit-smartfony-dlia-invalidov-na-13-mln-rublei,context,50,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://chelny-izvest.ru/news/facts/socialnyi-fond-tatarstana-zakupit-smartfony-dlia-invalidov-na-13-mln-rublei,fact_and_geo_recheck,
evt_342a9ef88d45a20560f1f44b,,Подготовка социальных объектов к отопительному сезону полностью завершена.,resolved,2026-09-05T10:00:01Z,2026-09-05T19:31:43Z,,territory,,,,low,media,https://t.me/tatmediaofficial/158614,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/tatmediaofficial/158614,context_only,
evt_ef35bbbbb6232f2b2b592d88,,Лоси становятся непредсказуемыми в период гонаС ко,reported,2026-09-05T09:54:01Z,2026-09-05T19:31:50Z,mo-92640000,territory,,,,low,media,https://t.me/smi_menzela/28816,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/smi_menzela/28816,context_only,
